,english_tokens,is_polarize,polarity
50284,créer,False,Neu
50285,crémant,False,Neu
50286,csa,False,Neu
50287,csangos,False,Neu
50288,cscme,False,Neu
50289,csds,False,Neu
50290,csms,False,Neu
50291,csorba,False,Neu
50292,csp,False,Neu
50293,csts,False,Neu
50294,csángó,False,Neu
50295,ct,False,Neu
50296,ctbt,False,Neu
50297,ctes,False,Neu
50298,cubby,False,Neu
50299,cubes,False,Neu
50300,cud,False,Neu
50301,cuddle,False,Neu
50302,cuddy,False,Neu
50303,cuenca,False,Neu
50304,cuesta,False,Neu
50305,cuftexteis,False,Neu
50306,cugat,False,Neu
50307,cuhna,False,Neu
50308,cui,False,Neu
50309,cuimhneamh,False,Neu
50310,cuius,False,Neu
50311,cukurs,False,Neu
50312,culinaire,False,Neu
50313,cullen,False,Neu
50314,cullings,False,Neu
50315,culti,False,Neu
50316,cultivator,False,Neu
50317,culturaldevelopment,False,Neu
50318,culturalism,False,Neu
50319,culturas,False,Neu
50320,culture-,False,Neu
50321,culturism,False,Neu
50322,culverts,False,Neu
50323,cumbersomeness,False,Neu
50324,curability,False,Neu
50325,curd,False,Neu
50326,curdling,False,Neu
50327,curmudgeonly,False,Neu
50328,curno,False,Neu
50329,currie,False,Neu
50330,currying,False,Neu
50331,cursor,False,Neu
50332,cusack,False,Neu
50333,cushions,False,Neu
50334,cushy,False,Neu
50335,custodes,False,Neu
50336,custodies,False,Neu
50337,customdesigned,False,Neu
50338,customising,False,Neu
50339,customs-2013,False,Neu
50340,cutlass,False,Neu
50341,cutlery,False,Neu
50342,cutulli,False,Neu
50343,cvd,False,Neu
50344,cvos,False,Neu
50345,cw,False,Neu
50346,cyanides,False,Neu
50347,cyanosis,False,Neu
50348,cyberattacks,False,Neu
50349,cybercrimes,False,Neu
50350,cybercriminals,False,Neu
50351,cybersex,False,Neu
50352,cybersquatter,False,Neu
50353,cybertechnology,False,Neu
50354,cyclades,False,Neu
50355,cycled,False,Neu
50356,cyclicality,False,Neu
50357,cyclobutadiene,False,Neu
50358,cyclonic,False,Neu
50359,cyclosporine,False,Neu
50360,cyclotron,False,Neu
50361,cymru,False,Neu
50362,cynthia,False,Neu
50363,cypher,False,Neu
50364,cyst,False,Neu
50365,czarist,False,Neu
50366,czarnota,False,Neu
50367,czechoslovakian,False,Neu
50368,czesław,False,Neu
50369,częstochowa,False,Neu
50370,cádiz,False,Neu
50371,cè,False,Neu
50372,cécile,False,Neu
50373,cédric,False,Neu
50374,célèbre,False,Neu
50375,círculo,False,Neu
50376,córdoba,False,Neu
50377,côté,False,Neu
50378,cúrsaí,False,Neu
50379,cιτεs,False,Neu
50380,cομ,False,Neu
50381,d-6,False,Neu
50382,d.c.,False,Neu
50383,d.s,False,Neu
50384,dabble,False,Neu
50385,dablas,False,Neu
50386,daccarett,False,Neu
50387,dachkevitch,False,Neu
50388,dacia,False,Neu
50389,dad,False,Neu
50390,dadash,False,Neu
50391,dads,False,Neu
50392,daedelus,False,Neu
50393,daf,False,Neu
50394,dafne,False,Neu
50395,dafter,False,Neu
50396,dafur,False,Neu
50397,dafydd,False,Neu
50398,dahir,False,Neu
50399,daintily,False,Neu
50400,dairying,False,Neu
50401,daisako,False,Neu
50402,dakota,False,Neu
50403,daldoum,False,Neu
50404,daldrup,False,Neu
50405,dale,False,Neu
50406,dalecarlia,False,Neu
50407,daley,False,Neu
50408,dalila,False,Neu
50409,dalla,False,Neu
50410,dalmas,False,Neu
50411,dalmatian,False,Neu
50412,damadola,False,Neu
50413,damagingly,True,Neg
50414,damietta,False,Neu
50415,damiri,False,Neu
50416,dammed,False,Neu
50417,damming,False,Neu
50418,damoclean,False,Neu
50419,damp,False,Neu
50420,dampened,False,Neu
50421,dampener,False,Neu
50422,dampens,False,Neu
50423,dampfplauderer,False,Neu
50424,damping,False,Neu
50425,damps,False,Neu
50426,danaj,False,Neu
50427,danaïds,False,Neu
50428,danchurchaid,False,Neu
50429,dandari,False,Neu
50430,dando,False,Neu
50431,dandois,False,Neu
50432,danet,False,Neu
50433,danfoss,False,Neu
50434,dangles,False,Neu
50435,daniela,False,Neu
50436,daniele,False,Neu
50437,danielle,False,Neu
50438,dank,False,Neu
50439,danke,False,Neu
50440,danori,False,Neu
50441,dantesque,False,Neu
50442,danuda,False,Neu
50443,daoine,False,Neu
50444,daonlathais,False,Neu
50445,daonnachta,False,Neu
50446,darbar,False,Neu
50447,dardanelles,False,Neu
50448,dardari,False,Neu
50449,darfour,False,Neu
50450,darfuri,False,Neu
50451,darfurian,False,Neu
50452,darfurians,False,Neu
50453,darfuris,False,Neu
50454,darkazanli,False,Neu
50455,darkens,False,Neu
50456,darling,True,Pos
50457,darlington,False,Neu
50458,darmstadt,False,Neu
50459,dartmoor,False,Neu
50460,dartymoor,False,Neu
50461,darya,False,Neu
50462,dash8,False,Neu
50463,dasht,False,Neu
50464,dass,False,Neu
50465,datamat,False,Neu
50466,datamining,False,Neu
50467,datasheet,False,Neu
50468,datum,False,Neu
50469,daubed,False,Neu
50470,davidovic,False,Neu
50471,dawdle,False,Neu
50472,dawla,False,Neu
50473,dayan,False,Neu
50474,daybyday,False,Neu
50475,daydreams,False,Neu
50476,dayr,False,Neu
50477,daytoday,False,Neu
50478,dazzle,False,Neu
50479,daíl,False,Neu
50480,dbp,False,Neu
50481,dcci,False,Neu
50482,deadening,False,Neu
50483,deadpan,False,Neu
50484,deadweight,False,Neu
50485,deafened,False,Neu
50486,death.com,False,Neu
50487,debaathification,False,Neu
50488,debar,False,Neu
50489,debased,False,Neu
50490,debasement,False,Neu
50491,debatably,False,Neu
50492,debate1,False,Neu
50493,debateable,False,Neu
50494,debatisse,False,Neu
50495,debauched,False,Neu
50496,debentures,False,Neu
50497,debilitate,False,Neu
50498,debilitated,False,Neu
50499,debiting,False,Neu
50500,deblocked,False,Neu
50501,deborah,False,Neu
50502,debray,False,Neu
50503,debriefings,False,Neu
50504,debré,False,Neu
50505,debunk,False,Neu
50506,debunking,False,Neu
50507,debunks,False,Neu
50508,debut,False,Neu
50509,decabromodyphenl,False,Neu
50510,decadent,False,Neu
50511,decaffeinated,False,Neu
50512,decamped,False,Neu
50513,decapitations,False,Neu
50514,decarbonation,False,Neu
50515,decarbonise,False,Neu
50516,decays,True,Neg
50517,decelerating,False,Neu
50518,decentral,False,Neu
50519,decentrally,False,Neu
50520,deceptiveness,False,Neu
50521,decider,False,Neu
50522,decimalisation,False,Neu
50523,decimates,False,Neu
50524,deciphering,False,Neu
50525,decisional,False,Neu
50526,decisionmaker,False,Neu
50527,decisionmaking,False,Neu
50528,deckchairs,False,Neu
50529,deckers,False,Neu
50530,decking,False,Neu
50531,declaim,False,Neu
50532,declaiming,False,Neu
50533,declamation,False,Neu
50534,declamatory,False,Neu
50535,declarant,False,Neu
50536,declassify,False,Neu
50537,declension,False,Neu
50538,declinable,False,Neu
50539,declivity,False,Neu
50540,deco,False,Neu
50541,decoded,False,Neu
50542,decoders,False,Neu
50543,decollectivising,False,Neu
50544,decommercialise,False,Neu
50545,decommissionings,False,Neu
50546,decommit,False,Neu
50547,decommitting,False,Neu
50548,decommunitise,False,Neu
50549,decompartmentalise,False,Neu
50550,decompartmentalised,False,Neu
50551,decompile,False,Neu
50552,decomposes,False,Neu
50553,decomposition,False,Neu
50554,decompression,False,Neu
50555,deconcentrating,False,Neu
50556,deconditioning,False,Neu
50557,decongestion,False,Neu
50558,deconstitution,False,Neu
50559,decontaminants,False,Neu
50560,decontaminate,False,Neu
50561,decontaminating,False,Neu
50562,decontrolled,False,Neu
50563,decorous,False,Neu
50564,decoy,False,Neu
50565,decreasingly,False,Neu
50566,decrying,False,Neu
50567,decrypting,False,Neu
50568,dedesa,False,Neu
50569,deducible,False,Neu
50570,deducing,False,Neu
50571,deductibles,False,Neu
50572,dee,False,Neu
50573,deescalate,False,Neu
50574,defaced,False,Neu
50575,defaulters,False,Neu
50576,defeatists,True,Neg
50577,defection,True,Neg
50578,defectively,True,Neg
50579,defectiveness,True,Neg
50580,defector,True,Neg
50581,defendable,False,Neu
50582,defendantsor,False,Neu
50583,defibrillator,False,Neu
50584,defiled,False,Neu
50585,definers,False,Neu
50586,defla,False,Neu
50587,deflater,False,Neu
50588,deflating,False,Neu
50589,defoliants,False,Neu
50590,defoliation,False,Neu
50591,deforested,False,Neu
50592,deformations,False,Neu
50593,defragment,False,Neu
50594,defragmentation,False,Neu
50595,defrauders,False,Neu
50596,defrayed,False,Neu
50597,defraying,False,Neu
50598,defrosted,False,Neu
50599,degado,False,Neu
50600,degar,False,Neu
50601,degradability,False,Neu
50602,deification,False,Neu
50603,deifies,False,Neu
50604,deify,False,Neu
50605,deigning,False,Neu
50606,deigns,False,Neu
50607,deinde,False,Neu
50608,deindustrialise,False,Neu
50609,deinstitutionalise,False,Neu
50610,deintegrated,False,Neu
50611,deintegration,False,Neu
50612,deir,False,Neu
50613,deireadh,False,Neu
50614,dejas,False,Neu
50615,dekadiphenyls,False,Neu
50616,dekhudt,False,Neu
50617,dekra,False,Neu
50618,delacroix,False,Neu
50619,delahunt,False,Neu
50620,delano,False,Neu
50621,delaram,False,Neu
50622,delcourt,False,Neu
50623,deldrup,False,Neu
50624,delegalisation,False,Neu
50625,delegational,False,Neu
50626,delegitimisation,False,Neu
50627,delegitimised,False,Neu
50628,delegitimises,False,Neu
50629,delendam,False,Neu
50630,delgada,False,Neu
50631,delgrado,False,Neu
50632,deli,False,Neu
50633,delicatessen,True,Pos
50634,delicatessens,True,Pos
50635,delicti,False,Neu
50636,delicto,False,Neu
50637,delimara,False,Neu
50638,delimination,False,Neu
50639,deliriously,False,Neu
50640,delisting,False,Neu
50641,deliverers,False,Neu
50642,deliveryman,False,Neu
50643,delle,False,Neu
50644,delneufcourt,False,Neu
50645,deloitte,False,Neu
50646,delphic,False,Neu
50647,deltas,False,Neu
50648,deludes,False,Neu
50649,deluging,False,Neu
50650,delved,False,Neu
50651,delving,False,Neu
50652,demagogically,False,Neu
50653,demandeur,False,Neu
50654,demanufacture,False,Neu
50655,demarcates,False,Neu
50656,demark,False,Neu
50657,dematerialisation,False,Neu
50658,dematerialised,False,Neu
50659,demcorats,False,Neu
50660,demerit,False,Neu
50661,demersals,False,Neu
50662,demi,False,Neu
50663,demina,False,Neu
50664,demiralp,False,Neu
50665,demirbas,False,Neu
50666,demissie,False,Neu
50667,demobilisations,False,Neu
50668,democracia,False,Neu
50669,democratiae,False,Neu
50670,democratique,False,Neu
50671,democritus,False,Neu
50672,democrática,False,Neu
50673,demographical,False,Neu
50674,demographischer,False,Neu
50675,demokrata,False,Neu
50676,demokratie,False,Neu
50677,demokratiekomittee,False,Neu
50678,demonic,False,Neu
50679,demonopolise,False,Neu
50680,demonstrability,False,Neu
50681,demonstrative,False,Neu
50682,demoracts,False,Neu
50683,demotic,False,Neu
50684,demoting,False,Neu
50685,demotivate,False,Neu
50686,demotivation,False,Neu
50687,dems,False,Neu
50688,demultiplying,False,Neu
50689,demure,False,Neu
50690,demurred,False,Neu
50691,demutualisation,False,Neu
50692,demystification,False,Neu
50693,demystifying,False,Neu
50694,demà,False,Neu
50695,denationalise,False,Neu
50696,denaturalised,False,Neu
50697,denazified,False,Neu
50698,denby,False,Neu
50699,deniability,False,Neu
50700,deniers,True,Neg
50701,denigrates,False,Neu
50702,denigrations,False,Neu
50703,denim,False,Neu
50704,denise,False,Neu
50705,denktas,False,Neu
50706,denktaº,False,Neu
50707,denktaş,False,Neu
50708,denomadising,False,Neu
50709,denoted,False,Neu
50710,denouncement,False,Neu
50711,denouncements,False,Neu
50712,densification,False,Neu
50713,denting,False,Neu
50714,denuclearisation,False,Neu
50715,denude,False,Neu
50716,denuded,False,Neu
50717,denudes,False,Neu
50718,denver,False,Neu
50719,deobandi,False,Neu
50720,depoliticisation,False,Neu
50721,depolitisation,False,Neu
50722,depollution,False,Neu
50723,depopulate,False,Neu
50724,deportee,False,Neu
50725,depose,False,Neu
50726,deprave,False,Neu
50727,deprecation,False,Neu
50728,depredation,False,Neu
50729,depressants,True,Neg
50730,deprivations,True,Neg
50731,deputati,False,Neu
50732,deputised,False,Neu
50733,deputés,False,Neu
50734,deracinated,False,Neu
50735,derating,False,Neu
50736,derides,True,Neg
50737,deriding,True,Neg
50738,derisively,False,Neu
50739,dermal,False,Neu
50740,dermatologists,False,Neu
50741,derogatorily,False,Neu
50742,derricks,False,Neu
50743,dershowitz,False,Neu
50744,dervis,False,Neu
50745,derviº,False,Neu
50746,derwiche,False,Neu
50747,desalinated,False,Neu
50748,descontada,False,Neu
50749,describable,False,Neu
50750,descriptible,False,Neu
50751,desensitisation,False,Neu
50752,desensitise,False,Neu
50753,desensitised,False,Neu
50754,desertified,False,Neu
50755,desiccation,False,Neu
50756,desiderata,False,Neu
50757,desir,False,Neu
50758,desirables,False,Neu
50759,desisted,False,Neu
50760,desisting,False,Neu
50761,desists,False,Neu
50762,deskilled,False,Neu
50763,desktops,False,Neu
50764,desolating,False,Neu
50765,despairingly,True,Neg
50766,desperado,False,Neu
50767,despiser,True,Neg
50768,despoilment,False,Neu
50769,dessau,False,Neu
50770,destabilisations,False,Neu
50771,destabiliser,False,Neu
50772,destabilisers,False,Neu
50773,destabilizing,False,Neu
50774,destandardised,False,Neu
50775,destinadas,False,Neu
50776,destroyer,True,Neg
50777,destructing,True,Neg
50778,destructions,True,Neg
50779,destructural,False,Neu
50780,destructure,False,Neu
50781,desulphurisation,False,Neu
50782,detaches,False,Neu
50783,detailscorrected,False,Neu
50784,detailsin,False,Neu
50785,detainment,False,Neu
50786,detectibility,False,Neu
50787,detectible,False,Neu
50788,determinations,True,Pos
50789,determinist,False,Neu
50790,deterritories,False,Neu
50791,detests,False,Neu
50792,detonation,False,Neu
50793,detrimentally,False,Neu
50794,detroit,False,Neu
50795,detto,False,Neu
50796,deux,False,Neu
50797,dev,False,Neu
50798,devalera,False,Neu
50799,deve,False,Neu
50800,deviances,False,Neu
50801,deviants,False,Neu
50802,deviationist,False,Neu
50803,devils,True,Neg
50804,devine,False,Neu
50805,deviously,False,Neu
50806,devlin,False,Neu
50807,devolutionary,False,Neu
50808,devolvement,False,Neu
50809,devonian,False,Neu
50810,devotedly,True,Pos
50811,devotee,True,Pos
50812,devotional,True,Pos
50813,devours,False,Neu
50814,devoutly,False,Neu
50815,devrait,False,Neu
50816,dewael,False,Neu
50817,dewar,False,Neu
50818,dewey,False,Neu
50819,dewi,False,Neu
50820,deze,False,Neu
50821,dfb,False,Neu
50822,dfid,False,Neu
50823,dgps,False,Neu
50824,dhaenen,False,Neu
50825,dhelphy,False,Neu
50826,dhimmitude,False,Neu
50827,dhows,False,Neu
50828,dhuine,False,Neu
50829,dhá,False,Neu
50830,dhúchais,False,Neu
50831,diabakir,False,Neu
50832,diabolic,False,Neu
50833,diagram,False,Neu
50834,diakonia,False,Neu
50835,dialectically,False,Neu
50836,dialectics,False,Neu
50837,dialling,False,Neu
50838,diallo,False,Neu
50839,diamanopoulou,False,Neu
50840,diamantopoulos,False,Neu
50841,diamorphine,False,Neu
50842,diarchy,False,Neu
50843,diarra,False,Neu
50844,diarrhoeas,False,Neu
50845,dias,False,Neu
50846,dicalcium,False,Neu
50847,dickensian,False,Neu
50848,dickey,False,Neu
50849,dickies,False,Neu
50850,dickinson,False,Neu
50851,dicta,False,Neu
50852,dictorium,False,Neu
50853,didi,False,Neu
50854,diehards,False,Neu
50855,dieldrin,False,Neu
50856,diem,False,Neu
50857,dierk,False,Neu
50858,diese,False,Neu
50859,dieterlebrecht,False,Neu
50860,diethylene,False,Neu
50861,dieudonné,False,Neu
50862,diez,False,Neu
50863,difficile,False,Neu
50864,différence,False,Neu
50865,difríocht,False,Neu
50866,difríochtaí,False,Neu
50867,digestate,False,Neu
50868,digesters,False,Neu
50869,diggers,False,Neu
50870,digiboxes,False,Neu
50871,digicom,False,Neu
50872,digitalise,False,Neu
50873,digitalrightsmanagement,False,Neu
50874,digitising,False,Neu
50875,digitized,False,Neu
50876,digits,False,Neu
50877,dignifies,True,Pos
50878,dignifying,True,Pos
50879,dignitary,True,Pos
50880,dignities,True,Pos
50881,diktiotheite,False,Neu
50882,dilapidation,False,Neu
50883,dilatoriness,False,Neu
50884,dildos,False,Neu
50885,dilem,False,Neu
50886,dilettantism,False,Neu
50887,dillingen,False,Neu
50888,diluents,False,Neu
50889,dilutions,False,Neu
50890,diluvian,False,Neu
50891,dima,False,Neu
50892,dimantopoulou,False,Neu
50893,dime,False,Neu
50894,dimensionality,False,Neu
50895,dimethyl,False,Neu
50896,diminishment,False,Neu
50897,dimitrescu,False,Neu
50898,dimitriadis,False,Neu
50899,dimitrova,False,Neu
50900,dimona,False,Neu
50901,dinar,False,Neu
50902,dinars,False,Neu
50903,diner,False,Neu
50904,diners,False,Neu
50905,dinesh,False,Neu
50906,dingens,False,Neu
50907,dinh,False,Neu
50908,dini,False,Neu
50909,dinkelspiel,False,Neu
50910,dinophysis,False,Neu
50911,dioceses,False,Neu
50912,diodes,False,Neu
50913,diodos,False,Neu
50914,diogo,False,Neu
50915,dionigi,False,Neu
50916,dior,False,Neu
50917,dioscuri,False,Neu
50918,dioxides,False,Neu
50919,diphtheria,False,Neu
50920,diploid,False,Neu
50921,diplomacies,False,Neu
50922,diplomático,False,Neu
50923,dips,False,Neu
50924,diptych,False,Neu
50925,dirck,False,Neu
50926,directionless,False,Neu
50927,directivesbeforethey,False,Neu
50928,directness,False,Neu
50929,directorium,False,Neu
50930,direness,False,Neu
50931,dirie,False,Neu
50932,disagreeably,True,Neg
50933,disapplication,False,Neu
50934,disapply,False,Neu
50935,disapprobation,False,Neu
50936,disarmer,False,Neu
50937,disassociation,False,Neu
50938,disavowed,False,Neu
50939,disbar,False,Neu
50940,disbarments,False,Neu
50941,disbelieve,True,Neg
50942,disbelieving,False,Neu
50943,disbenefits,False,Neu
50944,disbursable,False,Neu
50945,discerningly,False,Neu
50946,disciple,False,Neu
50947,discipline-,False,Neu
50948,disclaimed,False,Neu
50949,disclaimer,False,Neu
50950,disclaimers,False,Neu
50951,disclaiming,False,Neu
50952,disclosable,False,Neu
50953,discomforting,True,Neg
50954,discomposure,False,Neu
50955,disconcert,False,Neu
50956,disconcertingly,False,Neu
50957,disconnects,False,Neu
50958,discontents,False,Neu
50959,discontinuance,False,Neu
50960,discontinuations,False,Neu
50961,discontinues,False,Neu
50962,discontinuities,False,Neu
50963,discordance,False,Neu
50964,discords,False,Neu
50965,discountable,False,Neu
50966,discountenance,False,Neu
50967,discouragingly,True,Neg
50968,discoverer,False,Neu
50969,discriminatingly,False,Neu
50970,discriminative,False,Neu
50971,discriminatively,False,Neu
50972,discriminator,False,Neu
50973,discursive,False,Neu
50974,disdainfully,False,Neu
50975,disdains,False,Neu
50976,disembark,False,Neu
50977,disembowel,False,Neu
50978,disempowering,False,Neu
50979,disempowerment,False,Neu
50980,disenchanting,False,Neu
50981,disenfranchises,False,Neu
50982,disentangled,False,Neu
50983,disentangling,False,Neu
50984,disequilibrium,False,Neu
50985,disfiguring,False,Neu
50986,disgorge,False,Neu
50987,disgorged,False,Neu
50988,disgracing,False,Neu
50989,disgruntling,False,Neu
50990,disharmonious,False,Neu
50991,dishcloths,False,Neu
50992,disheartens,True,Neg
50993,dishing,False,Neu
50994,dishwater,False,Neu
50995,disinclination,False,Neu
50996,disinherit,False,Neu
50997,disinheriting,False,Neu
50998,disjointedly,False,Neu
50999,disjuncture,False,Neu
51000,diskin,False,Neu
51001,disliking,True,Neg
51002,dislocate,False,Neu
51003,dislocates,False,Neu
51004,dislodged,False,Neu
51005,dislodgement,False,Neu
51006,dismally,False,Neu
51007,dismissible,False,Neu
51008,dismount,False,Neu
51009,disneyworld,False,Neu
51010,disobey,False,Neu
51011,disodium,False,Neu
51012,disorientates,False,Neu
51013,disorients,False,Neu
51014,disowns,False,Neu
51015,disparagement,False,Neu
51016,dispensational,False,Neu
51017,dispensatory,False,Neu
51018,displeasing,False,Neu
51019,disporportionate,False,Neu
51020,dispossessions,False,Neu
51021,disproportionally,False,Neu
51022,disproving,False,Neu
51023,disputations,False,Neu
51024,disquieted,False,Neu
51025,disquisitions,False,Neu
51026,disrespected,True,Neg
51027,dissatisfactions,True,Neg
51028,dissatisfactory,True,Neg
51029,dissatisfying,True,Neg
51030,dissect,False,Neu
51031,dissecting,False,Neu
51032,dissects,False,Neu
51033,dissents,False,Neu
51034,dissertation,False,Neu
51035,disserving,False,Neu
51036,dissociable,False,Neu
51037,dissolvents,False,Neu
51038,dissonant,False,Neu
51039,distain,False,Neu
51040,distantly,False,Neu
51041,distemper,False,Neu
51042,distended,False,Neu
51043,district-,False,Neu
51044,distrigas,False,Neu
51045,disturbers,True,Neg
51046,disvestment,False,Neu
51047,disvestments,False,Neu
51048,dithyrambic,False,Neu
51049,ditty,False,Neu
51050,divača,False,Neu
51051,diver,False,Neu
51052,diversed,False,Neu
51053,diversidad,False,Neu
51054,divestiture,False,Neu
51055,divination,True,Pos
51056,diviner,True,Pos
51057,divisively,False,Neu
51058,divorcing,False,Neu
51059,divorcées,False,Neu
51060,diw,False,Neu
51061,diwan,False,Neu
51062,dixon,False,Neu
51063,dizziness,False,Neu
51064,diéz,False,Neu
51065,dičkutė,False,Neu
51066,dj,False,Neu
51067,djakarta,False,Neu
51068,djalilov,False,Neu
51069,djamena,False,Neu
51070,djarbakir,False,Neu
51071,djelic,False,Neu
51072,djibril,False,Neu
51073,djinjic,False,Neu
51074,djordjevic,False,Neu
51075,djubkaer,False,Neu
51076,djupedal,False,Neu
51077,djurovic,False,Neu
51078,dk4,False,Neu
51079,dlr,False,Neu
51080,dlugoš,False,Neu
51081,dma,False,Neu
51082,dmitriy,False,Neu
51083,dndi,False,Neu
51084,dnepr,False,Neu
51085,dniestr,False,Neu
51086,dniéster,False,Neu
51087,dobrogea,False,Neu
51088,docility,False,Neu
51089,docker,False,Neu
51090,dockets,False,Neu
51091,dockside,False,Neu
51092,docmorris,False,Neu
51093,doctores,False,Neu
51094,doctoring,False,Neu
51095,doctrinarian,False,Neu
51096,docu,False,Neu
51097,docup,False,Neu
51098,docups,False,Neu
51099,dodd,False,Neu
51100,doddle,False,Neu
51101,doden,False,Neu
51102,dodik,False,Neu
51103,dodon,False,Neu
51104,dodoni,False,Neu
51105,doekle,False,Neu
51106,doel,False,Neu
51107,doet,False,Neu
51108,dogfight,False,Neu
51109,dogfish,False,Neu
51110,dogging,False,Neu
51111,doghan,False,Neu
51112,dogmatisers,False,Neu
51113,dogmatisms,False,Neu
51114,dogmatist,False,Neu
51115,doit,False,Neu
51116,dolby,False,Neu
51117,doled,False,Neu
51118,doleful,False,Neu
51119,dolejš,False,Neu
51120,dolgov,False,Neu
51121,dollands,False,Neu
51122,dollop,False,Neu
51123,dolly,False,Neu
51124,dolny,False,Neu
51125,dolomite,False,Neu
51126,dome,False,Neu
51127,domesticate,False,Neu
51128,domesticity,False,Neu
51129,domgraphic,False,Neu
51130,domhain,False,Neu
51131,domhan,False,Neu
51132,dominator,False,Neu
51133,domine,False,Neu
51134,dominica,False,Neu
51135,dominions,False,Neu
51136,domiziana,False,Neu
51137,domodedovo,False,Neu
51138,doms,False,Neu
51139,donaldson,False,Neu
51140,donata,False,Neu
51141,donau,False,Neu
51142,donbas,False,Neu
51143,doncaster,False,Neu
51144,donne,False,Neu
51145,donnea,False,Neu
51146,donny,False,Neu
51147,donnès,False,Neu
51148,donà,False,Neu
51149,dooley,False,Neu
51150,dooming,True,Neg
51151,doormat,False,Neu
51152,doormats,False,Neu
51153,doormen,False,Neu
51154,doornail,False,Neu
51155,doornik,False,Neu
51156,doorways,False,Neu
51157,doped,False,Neu
51158,dorette,False,Neu
51159,dormitories,False,Neu
51160,dormitory,False,Neu
51161,dorrell,False,Neu
51162,dortmund,False,Neu
51163,dosimetry,False,Neu
51164,dostoevsky,False,Neu
51165,dotcoms,False,Neu
51166,doubletalk,False,Neu
51167,doubrovka,False,Neu
51168,doubtfulness,True,Neg
51169,dougal,False,Neu
51170,dougezhuang,False,Neu
51171,dougie,False,Neu
51172,doumbia,False,Neu
51173,dounreay,False,Neu
51174,douse,False,Neu
51175,doused,False,Neu
51176,dousing,False,Neu
51177,doux,False,Neu
51178,douze,False,Neu
51179,dovers,False,Neu
51180,dowding,False,Neu
51181,downbeat,False,Neu
51182,downcast,True,Neg
51183,downer,False,Neu
51184,downland,False,Neu
51185,downloadable,False,Neu
51186,downpour,False,Neu
51187,downsize,False,Neu
51188,downsized,False,Neu
51189,downsizes,False,Neu
51190,downswing,False,Neu
51191,downtown,False,Neu
51192,downtrend,False,Neu
51193,dowry,False,Neu
51194,doxiadis,False,Neu
51195,doyens,False,Neu
51196,dozing,False,Neu
51197,dpa,False,Neu
51198,dps,False,Neu
51199,drabness,False,Neu
51200,drafter,False,Neu
51201,draftsmanof,False,Neu
51202,draftswomen,False,Neu
51203,draghi,False,Neu
51204,dragonja,False,Neu
51205,dragons,False,Neu
51206,dramatist,False,Neu
51207,drape,False,Neu
51208,draskovic,False,Neu
51209,drawdowns,False,Neu
51210,drawnout,False,Neu
51211,drazí,False,Neu
51212,drcs,False,Neu
51213,drearier,False,Neu
51214,dreariest,False,Neu
51215,dredger,False,Neu
51216,dreifuss,False,Neu
51217,dreigroschenoper,False,Neu
51218,drenches,False,Neu
51219,drenching,False,Neu
51220,drenthe,False,Neu
51221,dresde,False,Neu
51222,dresdner,False,Neu
51223,dressings,False,Neu
51224,dreux,False,Neu
51225,dribben,False,Neu
51226,drily,False,Neu
51227,drinkable,False,Neu
51228,drinker,False,Neu
51229,dritte,False,Neu
51230,drobnjak,False,Neu
51231,drochuair,False,Neu
51232,droits,False,Neu
51233,droning,False,Neu
51234,droopy,True,Neg
51235,dropouts,False,Neu
51236,dropper,False,Neu
51237,droppings,False,Neu
51238,drownings,False,Neu
51239,drowsing,False,Neu
51240,drug-,False,Neu
51241,drugstore,False,Neu
51242,druids,False,Neu
51243,drummed,False,Neu
51244,drumming,False,Neu
51245,drunkards,False,Neu
51246,druse,False,Neu
51247,druze,False,Neu
51248,dryden,False,Neu
51249,drydocks,False,Neu
51250,dryers,False,Neu
51251,drywall,False,Neu
51252,drôme,False,Neu
51253,ds,False,Neu
51254,dsabs,False,Neu
51255,dsb,False,Neu
51256,dst,False,Neu
51257,dt104,False,Neu
51258,dtabharfaidh,False,Neu
51259,dtabharfar,False,Neu
51260,dtiocfaidh,False,Neu
51261,dtsirbute,False,Neu
51262,dtí,False,Neu
51263,dua,False,Neu
51264,dualist,False,Neu
51265,dually,False,Neu
51266,dubcek,False,Neu
51267,dubout,False,Neu
51268,dubrava,False,Neu
51269,dubrovka,False,Neu
51270,dubrovke,False,Neu
51271,dubček,False,Neu
51272,ducas,False,Neu
51273,ducati,False,Neu
51274,duccio,False,Neu
51275,duchamp,False,Neu
51276,duchesse,False,Neu
51277,duchoň,False,Neu
51278,duchêne,False,Neu
51279,duckling,False,Neu
51280,duct,False,Neu
51281,ducts,False,Neu
51282,dud,True,Neg
51283,dudeu,False,Neu
51284,dueller,False,Neu
51285,duferco,False,Neu
51286,duffin,False,Neu
51287,dugouts,False,Neu
51288,duhalde,False,Neu
51289,duisburg,False,Neu
51290,dukagjin,False,Neu
51291,dukedoms,False,Neu
51292,dukes,False,Neu
51293,dul,False,Neu
51294,dulcet,False,Neu
51295,dullest,True,Neg
51296,dulling,True,Neg
51297,dulls,True,Neg
51298,dumanoglu,False,Neu
51299,dumas,False,Neu
51300,dumfries,False,Neu
51301,dumm,False,Neu
51302,dumpers,True,Neg
51303,dumplings,True,Neg
51304,dumpsites,False,Neu
51305,duna,False,Neu
51306,dunakör,False,Neu
51307,dunams,False,Neu
51308,dunant,False,Neu
51309,dunbar,False,Neu
