,german_tokens,translated_english_tokens,is_polarize,polarity
7814,ruhen,ruhen,False,Neu
7815,ruhig,ruhig,False,Neu
7816,ruhigen,ruhigen,False,Neu
7817,ruhmreich,Glorious,False,Neu
7818,rule,rule,False,Neu
7819,rumänen,Romanian,False,Neu
7820,run,run,False,Neu
7821,runaway,runaway,False,Neu
7822,rundet,rundet,False,Neu
7823,runs,runs,False,Neu
7824,runter,Down,False,Neu
7825,rusca,rusca,False,Neu
7826,rush,rush,False,Neu
7827,rusnaks,rusnaks,False,Neu
7828,russell,russell,False,Neu
7829,russo,russo,False,Neu
7830,ruth,ruth,False,Neu
7831,rutsche,slide,False,Neu
7832,ryder,ryder,False,Neu
7833,rytym,rytym,False,Neu
7834,rösle,rÃ¶sle,False,Neu
7835,rückblickend,Looking back,False,Neu
7836,rückengeschichte,backward history,False,Neu
7837,rückreise,return journey,False,Neu
7838,rückwärts,backwards,False,Neu
7839,rückwärts-button,Backward button,False,Neu
7840,s2000,s2000,False,Neu
7841,s2b,s2b,False,Neu
7842,sabbath,sabbath,False,Neu
7843,sabine,sabine,False,Neu
7844,sabrina,sabrina,False,Neu
7845,sac,sac,False,Neu
7846,sacher,sacher,False,Neu
7847,sachlich,Objective,False,Neu
7848,sachsen,Saxony,False,Neu
7849,sacramento,Sacramento,False,Neu
7850,sadist,sadist,False,Neu
7851,saftige,Juicy,False,Neu
7852,saga,saga,False,Neu
7853,sahen,See,False,Neu
7854,saigon,saigon,False,Neu
7855,sairy,sairy,False,Neu
7856,salat,salat,False,Neu
7857,salem,salem,False,Neu
7858,samba,samba,False,Neu
7859,same,same,False,Neu
7860,sammeln,collecting,False,Neu
7861,sammelte,collected,False,Neu
7862,sammlerausgabe,collector's edition,False,Neu
7863,sammlungen,collections,False,Neu
7864,sampler,sampler,False,Neu
7865,samples,samples,False,Neu
7866,samstagnacht,Saturday Night,False,Neu
7867,san,san,False,Neu
7868,sandlers,sandlers,False,Neu
7869,sandtaschen,sandbags,False,Neu
7870,sanfter,Gentler,False,Neu
7871,sanftes,Soft,False,Neu
7872,sapphire,sapphire,False,Neu
7873,sappy,sappy,True,Neg
7874,sarcastischer,Sarcastian,False,Neu
7875,sassafras,sassafras,False,Neu
7876,sassiness,sassiness,False,Neu
7877,sassy,sassy,False,Neu
7878,sateen,sateen,False,Neu
7879,satire,satire,False,Neu
7880,satirische,satirical,False,Neu
7881,saubere,Clean,False,Neu
7882,sauberen,Clean,False,Neu
7883,sauberer,Clean,False,Neu
7884,sauberkeit,Cleanliness,False,Neu
7885,saugcup,saugcup,False,Neu
7886,saugen,sucking,False,Neu
7887,saugung,Suction,False,Neu
7888,saul,saul,False,Neu
7889,saunaofen,saunaofen,False,Neu
7890,saurem,Acid,False,Neu
7891,save,save,True,Pos
7892,saxophone,saxophone,False,Neu
7893,say,say,False,Neu
7894,says,says,False,Neu
7895,sbücher,Books,False,Neu
7896,sc2700,sc2700,False,Neu
7897,scannen,Scanning,False,Neu
7898,scanpans,scanpans,False,Neu
7899,scarface,Scarface,False,Neu
7900,scarling,scarling,False,Neu
7901,schach,Chess,False,Neu
7902,schachspiel,chess games,False,Neu
7903,schachstücken,chess pieces,False,Neu
7904,schade,shame,False,Neu
7905,schaden,schaden,False,Neu
7906,schafft,creates,False,Neu
7907,schaffte,schaffte,False,Neu
7908,schaffung,creation,False,Neu
7909,schale,shell,False,Neu
7910,schalenführer,schalenfÃ¼hrer,False,Neu
7911,schaltet,Switches,False,Neu
7912,schatten,schatten,False,Neu
7913,schauspiel,acting,False,Neu
7914,schauspiele,acting,False,Neu
7915,schauspielerinnen,female actresses,False,Neu
7916,schauspielers,actors,False,Neu
7917,schaut,schaut,False,Neu
7918,scheck,cheque,False,Neu
7919,scheitert,fails,False,Neu
7920,schenken,as a gift,False,Neu
7921,schenker,schenker,False,Neu
7922,schenkte,as a gift,False,Neu
7923,schick,schick,False,Neu
7924,schicke,schicke,False,Neu
7925,schicken,to:,False,Neu
7926,schief,schief,False,Neu
7927,schiene,rail,False,Neu
7928,schier,schier,False,Neu
7929,schiere,schiere,False,Neu
7930,schieren,schieren,False,Neu
7931,schießen,Shooting,False,Neu
7932,schilde,schilde,False,Neu
7933,schildkröten,Turtle,False,Neu
7934,schlaf-cds,schlafcds,False,Neu
7935,schlaflaven,schlaflaven,False,Neu
7936,schlafschafen,sleeping sheep,False,Neu
7937,schlagzeugbeats,percussion beats,False,Neu
7938,schlamm,schlamm,False,Neu
7939,schlank,Slim,False,Neu
7940,schlanke,schlanke,False,Neu
7941,schlauchlos,tubeless,False,Neu
7942,schlaue,sly,False,Neu
7943,schlecht,schlecht,False,Neu
7944,schlechte,schlechte,False,Neu
7945,schlechtes,schlechtes,False,Neu
7946,schleier,Veil,False,Neu
7947,schleife,loop,False,Neu
7948,schleifens,loop,False,Neu
7949,schleifgewürze,grind,False,Neu
7950,schließung,Closure,False,Neu
7951,schließungen,- closures,False,Neu
7952,schlug,schlug,False,Neu
7953,schlummer,slumber,False,Neu
7954,schluss,schluss,False,Neu
7955,schläge,Blows,False,Neu
7956,schläger,racket,False,Neu
7957,schlüssel,Key,False,Neu
7958,schlüsselkette,Keychain,False,Neu
7959,schmale,narrow,False,Neu
7960,schmankerl,schmankerl,False,Neu
7961,schmeichelhafte,flattering,False,Neu
7962,schmelzen,Melting,False,Neu
7963,schmerzen,Pain,False,Neu
7964,schmerzlose,Painless,False,Neu
7965,schmerzvoll,Painful,False,Neu
7966,schmuck,Jewelry,False,Neu
7967,schmuckstücke,Jewellery,False,Neu
7968,schmutz,pollution,False,Neu
7969,schneeschaufel,snow shovel,False,Neu
7970,schneidet,schneidet,False,Neu
7971,schneideverschluss,zipper,False,Neu
7972,schnelleren,faster,False,Neu
7973,schnelles,Rapid,False,Neu
7974,schnikeys,schnikeys,False,Neu
7975,schnitzte,schnitzte,False,Neu
7976,schnorcheltrip,snorkeling trips,False,Neu
7977,schnurlose,cordless,False,Neu
7978,schokoladen-fabrik,Chocolate factory,False,Neu
7979,schokoladendesserts,schokoladendesserts,False,Neu
7980,schokowerk,Chocolate factory,False,Neu
7981,schotten,Scots,False,Neu
7982,schottische,Scottish people,False,Neu
7983,schrankraum,cabinet room,False,Neu
7984,schrauben,screws,False,Neu
7985,schraubenzieher,screwdrivers,False,Neu
7986,schrecklich,terrible,False,Neu
7987,schrecklichen,terrible,False,Neu
7988,schreckliches,terrible,False,Neu
7989,schreibens,Writing,False,Neu
7990,schreiber,Writer,False,Neu
7991,schreibfähigkeit,world capitalization,False,Neu
7992,schreibstil,typeface,False,Neu
7993,schreie,Screaming,False,Neu
7994,schriften,schriften,False,Neu
7995,schriftform,Writing forms,False,Neu
7996,schriftstellerin,American writers,False,Neu
7997,schrumpfem,Shrinkage,False,Neu
7998,schrumpfen,Shrinkage,False,Neu
7999,schräges,Inclined,False,Neu
8000,schuf,schuf,False,Neu
8001,schuhbezüge,shoe cover,False,Neu
8002,schuhcover,schuhcover,False,Neu
8003,schuhhersteller,shoe manufacturers,False,Neu
8004,schulalbum,schulalbum,False,Neu
8005,schulen,schulen,False,Neu
8006,schuljungen,Schoolboys,False,Neu
8007,schulterdeckel,shoulder cover,False,Neu
8008,schurkisch,schurkisch,False,Neu
8009,schutz,schutz,False,Neu
8010,schutzschüsse,schutzschÃ¼sse,False,Neu
8011,schuurs,schuurs,False,Neu
8012,schwache,Weak,False,Neu
8013,schwarts,schwarts,False,Neu
8014,schwarz,schwarz,False,Neu
8015,schwarz-weiß,Black and white,False,Neu
8016,schwarz-weiß-filme,black-and-white films,False,Neu
8017,schwarze,schwarze,False,Neu
8018,schweiß,weld,False,Neu
8019,schwerer,severe,False,Neu
8020,schwerfällig,cumbersome,False,Neu
8021,schwierige,schwierige,False,Neu
8022,schwierigkeit,difficulty,False,Neu
8023,schwimmen,Swimming,False,Neu
8024,schwindeldildo,schwindeldildo,False,Neu
8025,schwinn,schwinn,False,Neu
8026,schädling,schÃ¤dling,False,Neu
8027,schäme,Shame,False,Neu
8028,schärfer,Sharper,False,Neu
8029,schätze,estimates,False,Neu
8030,schüchel,schÃ¼chel,False,Neu
8031,schüchterne,Shy,False,Neu
8032,schüssel,bowl,False,Neu
8033,sci-f-filme,sci-f-filme,False,Neu
8034,sci-fi-film,Sci-fi,False,Neu
8035,scofield,scofield,False,Neu
8036,sconces,sconces,False,Neu
8037,scope,scope,False,Neu
8038,scorpions,scorpions,False,Neu
8039,scots,Scots,False,Neu
8040,scour,Scour,False,Neu
8041,scratches,scratches,False,Neu
8042,screenshot,screenshot,False,Neu
8043,scrubs,scrubs,False,Neu
8044,seas,seas,False,Neu
8045,seattle,seattle,False,Neu
8046,seedose,seedose,False,Neu
8047,seelische,seelische,False,Neu
8048,segelboote,Sailboats,False,Neu
8049,segnen,bless,False,Neu
8050,sehnen,long,False,Neu
8051,sehnsüchtes,Desire,False,Neu
8052,seid,seid,False,Neu
8053,seife,soap,False,Neu
8054,seinerseits,for its part,False,Neu
8055,seitengerichte,Side dishes,False,Neu
8056,sekretärin,Secretary,False,Neu
8057,sektion,section,False,Neu
8058,sekunden,seconds,False,Neu
8059,selbstbehalt,Self-contained,False,Neu
8060,selbstbewusst,Self-confident,False,Neu
8061,selbständig,Self-employed,False,Neu
8062,selections,selections,False,Neu
8063,sellers,sellers,False,Neu
8064,seltenen,Rare,False,Neu
8065,sem,sem,False,Neu
8066,semi,semi,False,Neu
8067,sendet,transmits,False,Neu
8068,sendung,Broadcasting,False,Neu
8069,sensationell,Sensational,False,Neu
8070,sense-film,sense film,False,Neu
8071,sensibel,sensibel,False,Neu
8072,separate,Separate,False,Neu
8073,separaten,Separate,False,Neu
8074,seperaten,seperaten,False,Neu
8075,seperater,seperater,False,Neu
8076,sepia-ton,sepia-ton,False,Neu
8077,sepultura,sepultura,False,Neu
8078,sequenz,Sequence,False,Neu
8079,sera,sera,False,Neu
8080,serandon,serandon,False,Neu
8081,serienbücher,serienbÃ¼cher,False,Neu
8082,seris,seris,False,Neu
8083,seriösen,Serious,False,Neu
8084,servern,servern,False,Neu
8085,serviert,served,False,Neu
8086,sesamvideos,sesamvideos,False,Neu
8087,setting,setting,False,Neu
8088,seven,seven,False,Neu
8089,sexkolben,sexkolben,False,Neu
8090,sexless,sexless,False,Neu
8091,sgt,sgt,False,Neu
8092,shaker,shaker,False,Neu
8093,shakespeare,shakespeare,False,Neu
8094,shakespearean,shakespearean,False,Neu
8095,shandling,shandling,False,Neu
8096,sharing,Shares,True,Pos
8097,sharon,sharon,False,Neu
8098,shatner,shatner,False,Neu
8099,shatners,shatners,False,Neu
8100,shedder,shedder,False,Neu
8101,shikibu,shikibu,False,Neu
8102,shirley,shirley,False,Neu
8103,shiva,shiva,False,Neu
8104,shonen,shonen,False,Neu
8105,shortcake,shortcake,False,Neu
8106,shoujo,shoujo,False,Neu
8107,should,should,False,Neu
8108,show-fan,show-fan,False,Neu
8109,shows,shows,False,Neu
8110,shredding,shredding,False,Neu
8111,shrout,shrout,False,Neu
8112,shtick,shtick,False,Neu
8113,shug,shug,False,Neu
8114,shuga,shuga,False,Neu
8115,shure,shure,False,Neu
8116,shyamalan,shyamalan,False,Neu
8117,shyamalans,shyamalans,False,Neu
8118,sicheren,Secure,False,Neu
8119,sicherer,Safer,False,Neu
8120,sicheres,Safe,False,Neu
8121,sicherheitsexperten,security experts,False,Neu
8122,sicherheitsgründen,safety reasons,False,Neu
8123,sicherheitsschloss,Security lock,False,Neu
8124,sicht,Vis,False,Neu
8125,sichtweise,visibly,False,Neu
8126,sidekick,sidekick,False,Neu
8127,siebzehn,17,False,Neu
8128,siehe,see,False,Neu
8129,signifikante,significant,False,Neu
8130,silber,silver,False,Neu
8131,silent,silent,False,Neu
8132,silletto,silletto,False,Neu
8133,simple,Simple,False,Neu
8134,since,since,False,Neu
8135,sinise,sinise,False,Neu
8136,sinne,sinne,False,Neu
8137,sinnlichere,more sensual,False,Neu
8138,sinnlos,senseless,False,Neu
8139,sister,sister,False,Neu
8140,sitcoms,sitcoms,False,Neu
8141,situationen,situation,False,Neu
8142,sitzkissen,Seat cushion,False,Neu
8143,sitzung,Session,False,Neu
8144,six,Six,False,Neu
8145,skalen,skalen,False,Neu
8146,ski,ski,False,Neu
8147,skimy,skimy,False,Neu
8148,skopringe,skopringe,False,Neu
8149,skript,script,False,Neu
8150,skydiving,skydiving,False,Neu
8151,skye,skye,False,Neu
8152,slapstick,slapstick,False,Neu
8153,sleep,sleep,False,Neu
8154,slow,slow,False,Neu
8155,slr,slr,False,Neu
8156,sly,sly,False,Neu
8157,sm-animation,sm animation,False,Neu
8158,smart,Smart,True,Pos
8159,smartmedia,smartmedia,False,Neu
8160,smarts,smarts,True,Pos
8161,smartwater,smartwater,False,Neu
8162,smiley,Smiley,True,Pos
8163,smits,smits,False,Neu
8164,sniper,sniper,False,Neu
8165,snoozer,snoozer,False,Neu
8166,snow,snow,False,Neu
8167,snowboarding,snowboarding,False,Neu
8168,snowy,snowy,False,Neu
8169,snuka,snuka,False,Neu
8170,social,social,False,Neu
8171,sofortigen,immediate,False,Neu
8172,soft,Soft,False,Neu
8173,sohnes,sohnes,False,Neu
8174,solchen,such as:,False,Neu
8175,solcher,solcher,False,Neu
8176,soldat,Soldiers,False,Neu
8177,solid-legal,solid-legal,False,Neu
8178,soliden,Solid,False,Neu
8179,solides,Solid,False,Neu
8180,solltest,Should,False,Neu
8181,soloalben,Soloalben,False,Neu
8182,something,something,False,Neu
8183,sommerkatze,Summer cat,False,Neu
8184,sommerlesung,Summer reading,False,Neu
8185,sommertime,Summer Time,False,Neu
8186,son,son,False,Neu
8187,sonderausgabe,Special edition,False,Neu
8188,sonderfall,special case,False,Neu
8189,sonero,sonero,False,Neu
8190,sonic,sonic,False,Neu
8191,sonnenbrillen,sunglasses,False,Neu
8192,sonnigen,sunny,False,Neu
8193,sons,sons,False,Neu
8194,sophober,sophober,False,Neu
8195,sophomore,sophomore,False,Neu
8196,sorbo,sorbo,False,Neu
8197,sorgen,provide,False,Neu
8198,sorgfalt,sorgfalt,False,Neu
8199,sorgfältigen,sorgfÃ¤ltige,False,Neu
8200,sorry,sorry,True,Neg
8201,soulful,soulful,False,Neu
8202,soundaufnahme,Sound recording,False,Neu
8203,soundeffekte,sound effects,False,Neu
8204,sounding,sounding,False,Neu
8205,soundsystem,soundsystem,False,Neu
8206,souther,souther,False,Neu
8207,soweit,as far as it goes,False,Neu
8208,sowieso,anyway,False,Neu
8209,soziale,social,False,Neu
8210,spacious,spacious,False,Neu
8211,spalding,spalding,False,Neu
8212,spanien,Spain,False,Neu
8213,spanische,Spanish,False,Neu
8214,spannendere,more exciting,False,Neu
8215,sparkling,sparkling,True,Pos
8216,sparks,sparks,False,Neu
8217,sparsam,economical,False,Neu
8218,spartaner,spartaner,False,Neu
8219,spaziergang,walk,False,Neu
8220,spaziergänge,walks,False,Neu
8221,spaßes,fun,False,Neu
8222,spectrum,spectrum,False,Neu
8223,speedlight,speedlight,False,Neu
8224,spektakuläre,spektakulÃ¤re,False,Neu
8225,spektrum,Spectrum,False,Neu
8226,spekulation,speculation,False,Neu
8227,spent,spent,False,Neu
8228,spezialbücher,special books,False,Neu
8229,spezialschnippel,special clip,False,Neu
8230,spiderman,spiderman,False,Neu
8231,spiegel,mirror,False,Neu
8232,spiele-workshop-modellen,workshop games,False,Neu
8233,spielern,Players,False,Neu
8234,spieles,spieles,False,Neu
8235,spielfiguren,Game figures,False,Neu
8236,spielidee,spielidee,False,Neu
8237,spielmodi,game modes,False,Neu
8238,spielqualität,Game quality,False,Neu
8239,spielst,spielst,False,Neu
8240,spielzeug-story,Toy story,False,Neu
8241,spinat-rezept,spinach recipe,False,Neu
8242,spinnen,Spinnen,False,Neu
8243,spinoff,spinoff,False,Neu
8244,spins,spins,False,Neu
8245,spiralförmige,Spiral,False,Neu
8246,spirituelle,Spiritual,False,Neu
8247,spirt,spirt,False,Neu
8248,splash,splash,False,Neu
8249,splatter,splatter,False,Neu
8250,spoiler,spoiler,False,Neu
8251,sportbloopern,sportbloopern,False,Neu
8252,sportbloopers,sportbloopers,False,Neu
8253,sportfan,sportfan,False,Neu
8254,sportlich,sporting,False,Neu
8255,sprachgebrauch,language learning,False,Neu
8256,sprachtalent,linguistic talent,False,Neu
8257,spray,Spray,False,Neu
8258,spreche,Languages,False,Neu
8259,sprechen,speak,False,Neu
8260,sprichwörter,Italian proverbs,False,Neu
8261,sprichwörtern,proverbs,False,Neu
8262,springbrunnen,springbrunnen,False,Neu
8263,springs,springs,False,Neu
8264,sprinkleranlage,Electric sprinkler,False,Neu
8265,spritz,spritz,False,Neu
8266,spritzen,squirting,False,Neu
8267,spritzt,squirts,False,Neu
8268,spröde,brittle,False,Neu
8269,sprühen,spraying,False,Neu
8270,spy,spy,False,Neu
8271,spyro,spyro,False,Neu
8272,spyro-spiel,spyro game,False,Neu
8273,spyro-spiele,spyro games,False,Neu
8274,spülmaschine,Dishwasher,False,Neu
8275,spürbar,noticeable,False,Neu
8276,spüren,spÃ¼ren,False,Neu
8277,squadrons,squadrons,False,Neu
8278,staaten,States,False,Neu
8279,stabiler,More stable,False,Neu
8280,stabilität,stability,False,Neu
8281,stacey,stacey,False,Neu
8282,stahlstange,steel rod,False,Neu
8283,stallbereich,Stable range,False,Neu
8284,stallone,stallone,False,Neu
8285,stamey,stamey,False,Neu
8286,stammespercussion,cross-breeding,False,Neu
8287,stan,stan,False,Neu
8288,standard-quadratwatt-patches,Standard square patch,False,Neu
8289,standardisiert,Standardised,False,Neu
8290,standards,standards,False,Neu
8291,standpunkt,Point of view,False,Neu
8292,stanzas,stanzas,False,Neu
8293,stapel,Stack,False,Neu
8294,stapeln,Stacking,False,Neu
8295,staple,staple,False,Neu
8296,starbuck,starbuck,False,Neu
8297,stardog,stardog,False,Neu
8298,stargazer,stargazer,False,Neu
8299,starkem,Strong,False,Neu
8300,starkes,starkes,False,Neu
8301,start-album,start-album,False,Neu
8302,starter,starter,False,Neu
8303,startet,Starts,False,Neu
8304,stativ,static,False,Neu
8305,stattfinden,held,False,Neu
8306,staubdeckel,dust cover,False,Neu
8307,staubsauger,vacuum cleaner,False,Neu
8308,steak,Steak,False,Neu
8309,stecher,Piercing,False,Neu
8310,stecken,stecken,False,Neu
8311,steckplätze,slot,False,Neu
8312,steht,standing,False,Neu
8313,steif,stiff,False,Neu
8314,steinbeck,steinbeck,False,Neu
8315,steinernen,stone,False,Neu
8316,stella,stella,False,Neu
8317,stellar,stellar,False,Neu
8318,stellare,stellar,False,Neu
8319,stellte,stellte,False,Neu
8320,stellung,position,False,Neu
8321,stengthen,stengthen,False,Neu
8322,stephen,stephen,False,Neu
8323,steps,steps,False,Neu
8324,stereo,stereo,False,Neu
8325,stereophones,stereophones,False,Neu
8326,sternehaufen,sternehaufen,False,Neu
8327,steuern,taxation,False,Neu
8328,steven,steven,False,Neu
8329,stevens,stevens,False,Neu
8330,stevenson,stevenson,False,Neu
8331,stickern,embroidery,False,Neu
8332,stiefeln,stiefeln,False,Neu
8333,stift,stift,False,Neu
8334,stift-,stift-,False,Neu
8335,stilen,stilen,False,Neu
8336,still,still,False,Neu
8337,stillating,stillating,False,Neu
8338,stille,stille,False,Neu
8339,stillen,stillen,False,Neu
8340,stills,stills,False,Neu
8341,stilvoll,Stylish,False,Neu
8342,stimmkünstlern,vocalist,False,Neu
8343,stimulation,stimulation,False,Neu
8344,stine,stine,False,Neu
8345,stinkenhanger,Stinky hanger,False,Neu
8346,stocker,stocker,False,Neu
8347,stoffe,Materials,False,Neu
8348,stokes,stokes,False,Neu
8349,stolz,stolz,False,Neu
8350,stones,stones,False,Neu
8351,storys,storys,False,Neu
8352,strada,strada,False,Neu
8353,strahlen,Radiation,False,Neu
8354,straight,straight,True,Pos
8355,strandhaus,Strandhaus,False,Neu
8356,straps,straps,False,Neu
8357,strategien,Strategies,False,Neu
8358,strategiespiele,Strategy game,False,Neu
8359,strawberry,strawberry,False,Neu
8360,straßenjunge,Strassenjunge,False,Neu
8361,streak,streak,False,Neu
8362,stream,stream,False,Neu
8363,streaming,streaming,False,Neu
8364,strechig,streaky,False,Neu
8365,strecken,stretches,False,Neu
8366,street,Street,False,Neu
8367,streichungen,cancellations,False,Neu
8368,streng,Strict,False,Neu
8369,strickers-bibliothek,strickers library,False,Neu
8370,stroheim,stroheim,False,Neu
8371,stromm,stromm,False,Neu
8372,strudy,strudy,False,Neu
8373,struggling,struggling,True,Neg
8374,stryder,stryder,False,Neu
8375,ströme,strÃ¶me,False,Neu
8376,stuart,stuart,False,Neu
8377,stubbbs,stubbbs,False,Neu
8378,stubbs,stubbs,False,Neu
8379,studenten,students,False,Neu
8380,students,students,False,Neu
8381,studiere,studiere,False,Neu
8382,studierenden,students,False,Neu
8383,studio,studio,False,Neu
8384,studio-outtakes,studio-outtakes,False,Neu
8385,studioalbum,studio album,False,Neu
8386,studiofracks,studiofracks,False,Neu
8387,studium,Studies,False,Neu
8388,studiums,studiums,False,Neu
8389,stugel,stugel,False,Neu
8390,stumm,Silent,False,Neu
8391,stummfilme,Silent films,False,Neu
8392,stunde,hour,False,Neu
8393,stundenlang,for hours,False,Neu
8394,stunning,stunning,True,Pos
8395,stunts,stunts,False,Neu
8396,ständig,Constant,False,Neu
8397,stärker,stronger,False,Neu
8398,stärkere,stronger,False,Neu
8399,stärkeren,stronger,False,Neu
8400,stärkste,Strongest,False,Neu
8401,stöbern,stÃ¶bern,False,Neu
8402,stückes,stÃ¼ckes,False,Neu
8403,stützen,Support,False,Neu
8404,stützende,Supporting,False,Neu
8405,sublime,Sublime,False,Neu
8406,subtext,subtext,False,Neu
8407,subtilen,Subtle,False,Neu
8408,subtiler,subtler,False,Neu
8409,subtrahieren,subtract,False,Neu
8410,sucha,sucha,False,Neu
8411,suchten,suchten,False,Neu
8412,sugar,sugar,False,Neu
8413,suggeriert,suggests,False,Neu
8414,suncast,suncast,False,Neu
8415,sundreams,sundreams,False,Neu
8416,super-desaster,Super disaster,False,Neu
8417,superbowl,Superbowl,False,Neu
8418,supergünstigen,supergÃ¼nstigen,False,Neu
8419,superheld,Superhero,False,Neu
8420,superlativ,superlative,False,Neu
8421,superpreis,Superpreis,False,Neu
8422,supers-film,Supers,False,Neu
8423,superschönes,SuperschÃ¶nes,False,Neu
8424,supertolles,Supertolles,False,Neu
8425,superunterhaltungsprogramm,Super entertainment program,False,Neu
8426,supervisoren,supervisors,False,Neu
8427,superweiße,Super White,False,Neu
8428,support,support,True,Pos
8429,surfen,surfing,False,Neu
8430,surgische,surgical,False,Neu
8431,surprised,surprised,True,Pos
8432,surround,surround,False,Neu
8433,surrunden,surrunden,False,Neu
8434,susan,susan,False,Neu
8435,susie,susie,False,Neu
8436,suspenseromane,suspenseromane,False,Neu
8437,sutherland,sutherland,False,Neu
8438,suv,suv,False,Neu
8439,svcd,svcd,False,Neu
8440,svensen,svensen,False,Neu
8441,swaddling,swaddling,False,Neu
8442,swat,swat,False,Neu
8443,sweets,sweets,True,Pos
8444,swing-standards,swing-standards,False,Neu
8445,swissmar,swissmar,False,Neu
8446,switch,switch,False,Neu
8447,symbole,Symbols,False,Neu
8448,symbolik,symbolik,False,Neu
8449,symbolische,symbolic,False,Neu
8450,sympathisch,likeable,False,Neu
8451,symphonic,symphonic,False,Neu
8452,symphony,symphony,False,Neu
8453,synchronisation,Synchronization,False,Neu
8454,synchronisieren,Sync,False,Neu
8455,synergie,synergy,False,Neu
8456,synopse,synopse,False,Neu
8457,szenarien,Scenarios,False,Neu
8458,säge,Saw,False,Neu
8459,sängerin,Singers,False,Neu
8460,sängern,Singers,False,Neu
8461,sätzen,Rate,False,Neu
8462,säure,Acid,False,Neu
8463,säurefreien,Acid-free,False,Neu
8464,süden,sÃ¼den,False,Neu
8465,süßes,- Sweetness,False,Neu
8466,t-shirt,t-shirt,False,Neu
8467,tables,tables,False,Neu
8468,tablet,tablet,False,Neu
8469,tabubuch,tabubuch,False,Neu
8470,tach,Tach,False,Neu
8471,tack,tack,False,Neu
8472,tact,tact,False,Neu
8473,tagebaureihe,diary,False,Neu
8474,tagebücher,diaries,False,Neu
8475,tagsleeper,tagsleeper,False,Neu
8476,taille,taille,False,Neu
8477,take,take,False,Neu
8478,taker,taker,False,Neu
8479,taktischen,tactical,False,Neu
8480,taktzeiten,cycle times,False,Neu
8481,talented,Talented,True,Pos
8482,talentiertes,talented,False,Neu
8483,talentshow,talentshow,False,Neu
8484,tales,tales,False,Neu
8485,talk,talk talk,False,Neu
8486,tamure,tamure,False,Neu
8487,tangerine,tangerine,False,Neu
8488,tannenjahre,tannenjahre,False,Neu
8489,tanners,tanners,False,Neu
8490,tante,Aunt,False,Neu
8491,tanzabbrüche,Dance ruptures,False,Neu
8492,tanznummern,dance numbers,False,Neu
8493,tanzpad,tanzpad,False,Neu
8494,tanzpause,tanzpause,False,Neu
8495,tanzspiele,tanzspiele,False,Neu
8496,tanzszenen,tanzszenen,False,Neu
8497,tanzt,Danzt,False,Neu
8498,tanzte,tanzte,False,Neu
8499,tape,tape,False,Neu
8500,tapferkeit,Bravery,False,Neu
8501,taps,taps,False,Neu
8502,tara,tara,False,Neu
8503,target,target,False,Neu
8504,taschenbuchreihe,Pocket series,False,Neu
8505,taschenlisten,Pocket list,False,Neu
8506,taschenrechner,Pocket calculator,False,Neu
8507,tasha,tasha,False,Neu
8508,tastaturen,tastaturen,False,Neu
8509,tastenkürzel,Shortcut,False,Neu
8510,tasty,tasty,False,Neu
8511,tatsächlichen,Actual,False,Neu
8512,tatsächliches,Actual,False,Neu
8513,taube,Pigeon,False,Neu
8514,tc,tc,False,Neu
8515,te,te,False,Neu
8516,teams,teams,False,Neu
8517,tears,tears,True,Neg
8518,tech,tech,False,Neu
8519,technik,technology,False,Neu
8520,techniken,Techniques,False,Neu
8521,techno-fan,techno-fan,False,Neu
8522,technohouse,technohouse,False,Neu
8523,techo-fan,techo-fan,False,Neu
8524,ted,ted,False,Neu
8525,tee-infuser,tea infuser,False,Neu
8526,teenage,teenage,False,Neu
8527,teenager,teenager,False,Neu
8528,teeny-bopperband,Teeny-bopperband,False,Neu
8529,tees,tees,False,Neu
8530,teilnehmen,to participate,False,Neu
8531,teilt,Divisions,False,Neu
8532,tejano,tejano,False,Neu
8533,telefonbuch,telephone book,False,Neu
8534,telefonen,telephones,False,Neu
8535,telemundo,telemundo,False,Neu
8536,teleskop,telescope,False,Neu
8537,teller,plate,False,Neu
8538,ten,ten,False,Neu
8539,tenchi,tenchi,False,Neu
8540,tendenziös,tendentious,False,Neu
8541,tender,tender,False,Neu
8542,tendonitis,tendonitis,False,Neu
8543,tengeordnet,tengeordnet,False,Neu
8544,tennismatches,tennismatches,False,Neu
8545,termine,dates,False,Neu
8546,terrific,terrific,True,Pos
8547,terry-beschreibt,terry describes,False,Neu
8548,terse,terse,False,Neu
8549,tess,tess,False,Neu
8550,test-,test-,False,Neu
8551,testament,testament,False,Neu
8552,tested,tested,False,Neu
8553,testosterone,testosterone,False,Neu
8554,tex,tex,False,Neu
8555,texas,Texas,False,Neu
8556,textbuch,Textbuch,False,Neu
8557,textilerzeuger,Textile producers,False,Neu
8558,textur,Texture,False,Neu
8559,tha,tha,False,Neu
8560,thailand,thailand,False,Neu
8561,thalia,thalia,False,Neu
8562,thass,thass,False,Neu
8563,thay,thay,False,Neu
8564,theateraufzeichnungen,theater records,False,Neu
8565,theaterbegeisterung,theater enthusiasm,False,Neu
8566,theaters,theaters,False,Neu
8567,their,their,False,Neu
8568,themed,themed,False,Neu
8569,then,then,False,Neu
8570,theologie,theology,False,Neu
8571,theorie,theory,False,Neu
8572,therapeuten,therapists,False,Neu
8573,therapy,therapy,False,Neu
8574,thermische,Thermal,False,Neu
