,english_tokens,is_polarize,polarity
3496,belly,False,Neu
3497,bellydance,False,Neu
3498,below,False,Neu
3499,belt,False,Neu
3500,belts,False,Neu
3501,belushi,False,Neu
3502,bench,False,Neu
3503,benchmark,False,Neu
3504,bends,False,Neu
3505,benedict,False,Neu
3506,bengal,False,Neu
3507,benharperissexy001,False,Neu
3508,benicio,False,Neu
3509,bennet,False,Neu
3510,beraldo,False,Neu
3511,berger,False,Neu
3512,bergman,False,Neu
3513,berntsen,False,Neu
3514,bet,False,Neu
3515,beta,False,Neu
3516,betsy,False,Neu
3517,betty,False,Neu
3518,bf,False,Neu
3519,bhg,False,Neu
3520,biased,True,Neg
3521,biases,False,Neu
3522,bic,False,Neu
3523,biel,False,Neu
3524,bigginer,False,Neu
3525,bin,False,Neu
3526,binchy,False,Neu
3527,bind,False,Neu
3528,binders,False,Neu
3529,bio,False,Neu
3530,bird,False,Neu
3531,bitsy,False,Neu
3532,bitter,True,Neg
3533,bittersweet,True,Neg
3534,bittybah,False,Neu
3535,biz,False,Neu
3536,bizantine,False,Neu
3537,bizkit,False,Neu
3538,bk,False,Neu
3539,blair,False,Neu
3540,blast,False,Neu
3541,blaze,False,Neu
3542,blazing,False,Neu
3543,blended,False,Neu
3544,blender,False,Neu
3545,blending,False,Neu
3546,bless,True,Pos
3547,blessed,True,Pos
3548,blessings,True,Pos
3549,blew,False,Neu
3550,blinks,False,Neu
3551,blitz,False,Neu
3552,blo,False,Neu
3553,bloom,False,Neu
3554,blossom,False,Neu
3555,blott,False,Neu
3556,blows,False,Neu
3557,blume,False,Neu
3558,bms,False,Neu
3559,bo,False,Neu
3560,bocelli,False,Neu
3561,bodied,False,Neu
3562,bodum,False,Neu
3563,boggle,False,Neu
3564,bold,True,Pos
3565,bolland,False,Neu
3566,bollings,False,Neu
3567,bollywood,False,Neu
3568,bon,False,Neu
3569,bond,False,Neu
3570,bone,False,Neu
3571,bones,False,Neu
3572,bonnaroo,False,Neu
3573,bonnie,False,Neu
3574,boob,False,Neu
3575,bookclub,False,Neu
3576,boomstick,False,Neu
3577,booster,False,Neu
3578,booth,False,Neu
3579,booze,False,Neu
3580,bopper,False,Neu
3581,border,False,Neu
3582,borders,False,Neu
3583,bored,True,Neg
3584,born,False,Neu
3585,borner,False,Neu
3586,boss,False,Neu
3587,bossa,False,Neu
3588,bostaph,False,Neu
3589,botr,False,Neu
3590,bottle,False,Neu
3591,bounces,False,Neu
3592,bound,False,Neu
3593,boxed,False,Neu
3594,boyhood,False,Neu
3595,boz,False,Neu
3596,bpa,False,Neu
3597,bragg,False,Neu
3598,brainers,False,Neu
3599,brains,False,Neu
3600,bras,False,Neu
3601,brass,False,Neu
3602,brave,True,Pos
3603,bravery,True,Pos
3604,braxe,False,Neu
3605,brazilian,False,Neu
3606,breach,False,Neu
3607,bread,False,Neu
3608,breakouts,False,Neu
3609,breaks,False,Neu
3610,breathing,False,Neu
3611,breathtakingly,False,Neu
3612,breed,False,Neu
3613,breeze,False,Neu
3614,brett,False,Neu
3615,brian,False,Neu
3616,brick,False,Neu
3617,bridal,False,Neu
3618,bridge,False,Neu
3619,bridges,False,Neu
3620,brief,False,Neu
3621,brighten,True,Pos
3622,brightener,True,Pos
3623,brighter,True,Pos
3624,brightness,True,Pos
3625,brillant,False,Neu
3626,bristles,False,Neu
3627,brittle,False,Neu
3628,broad,False,Neu
3629,brody,False,Neu
3630,broken,True,Neg
3631,brooding,True,Pos
3632,brooke,False,Neu
3633,brooks,False,Neu
3634,bros,False,Neu
3635,browning,False,Neu
3636,browsing,False,Neu
3637,bruno,False,Neu
3638,brushhead,False,Neu
3639,brutally,True,Neg
3640,bsg,False,Neu
3641,btexasapril,False,Neu
3642,buckley,False,Neu
3643,bucks,False,Neu
3644,buddies,False,Neu
3645,budding,False,Neu
3646,budget,False,Neu
3647,buena,False,Neu
3648,bufalo,False,Neu
3649,buffing,False,Neu
3650,buford,False,Neu
3651,build,False,Neu
3652,builders,False,Neu
3653,bulk,False,Neu
3654,bullet,False,Neu
3655,bullock,False,Neu
3656,bump,False,Neu
3657,bundle,False,Neu
3658,bureau,False,Neu
3659,burlington,False,Neu
3660,burned,False,Neu
3661,burners,False,Neu
3662,burnett,False,Neu
3663,burp,False,Neu
3664,burrows,False,Neu
3665,burton,False,Neu
3666,bus,False,Neu
3667,buster,False,Neu
3668,busting,False,Neu
3669,butler,False,Neu
3670,butt,False,Neu
3671,butterfuly,False,Neu
3672,buttom,False,Neu
3673,bynes,False,Neu
3674,byplay,False,Neu
3675,byrne,False,Neu
3676,cabinet,False,Neu
3677,cabo,False,Neu
3678,cabot,False,Neu
3679,cafferty,False,Neu
3680,caleb,False,Neu
3681,cali,False,Neu
3682,calista,False,Neu
3683,call,False,Neu
3684,callander,False,Neu
3685,calorie,False,Neu
3686,camcorder,False,Neu
3687,camper,False,Neu
3688,campfire,False,Neu
3689,canadian,False,Neu
3690,canceling,False,Neu
3691,cancelling,True,Neg
3692,candies,False,Neu
3693,candle,False,Neu
3694,candles,False,Neu
3695,canopy,False,Neu
3696,caotivated,False,Neu
3697,cap,False,Neu
3698,capabilities,False,Neu
3699,capsules,False,Neu
3700,captions,False,Neu
3701,captivated,True,Pos
3702,captured,False,Neu
3703,captures,False,Neu
3704,carabiners,False,Neu
3705,cardio,False,Neu
3706,careers,False,Neu
3707,carers,False,Neu
3708,cargo,False,Neu
3709,caribbean,False,Neu
3710,carol,False,Neu
3711,carola,False,Neu
3712,carpathians,False,Neu
3713,carpenter,False,Neu
3714,carpet,False,Neu
3715,carrey,False,Neu
3716,carries,False,Neu
3717,carrying,False,Neu
3718,cars,False,Neu
3719,cartrige,False,Neu
3720,carved,False,Neu
3721,cases,False,Neu
3722,cassettes,False,Neu
3723,casted,False,Neu
3724,castell,False,Neu
3725,casual,True,Pos
3726,catches,False,Neu
3727,catching,False,Neu
3728,cathartic,False,Neu
3729,catholic,False,Neu
3730,cathy,False,Neu
3731,cattle,False,Neu
3732,caught,False,Neu
3733,cautiously,False,Neu
3734,caveat,False,Neu
3735,cbt,False,Neu
3736,cease,False,Neu
3737,cece,False,Neu
3738,ceiling,False,Neu
3739,celebrating,True,Pos
3740,celebrity,False,Neu
3741,celie,False,Neu
3742,celine,False,Neu
3743,cello,False,Neu
3744,celtic,False,Neu
3745,central,False,Neu
3746,certainty,True,Pos
3747,certified,False,Neu
3748,ceu,False,Neu
3749,chaikin,False,Neu
3750,challenges,True,Pos
3751,challening,False,Neu
3752,chamaco,False,Neu
3753,champion,True,Pos
3754,chandler,False,Neu
3755,chandramukhi,False,Neu
3756,changed,False,Neu
3757,changer,False,Neu
3758,changing,False,Neu
3759,chaos,True,Neg
3760,chappele,False,Neu
3761,chapter,False,Neu
3762,charismatic,False,Neu
3763,charitable,True,Pos
3764,charles,False,Neu
3765,charleson,False,Neu
3766,cheaper,False,Neu
3767,checked,False,Neu
3768,cheddar,False,Neu
3769,cheer,True,Pos
3770,cheery,True,Pos
3771,cheesy,False,Neu
3772,chemex,False,Neu
3773,cherie,False,Neu
3774,cherish,True,Pos
3775,chesterton,False,Neu
3776,chestful,False,Neu
3777,chew,False,Neu
3778,chianti,False,Neu
3779,chibi,False,Neu
3780,chic,True,Pos
3781,chicks,False,Neu
3782,childens,False,Neu
3783,childrens,False,Neu
3784,chili,False,Neu
3785,chillin,False,Neu
3786,chills,False,Neu
3787,chilly,False,Neu
3788,chinese,False,Neu
3789,chivalrous,False,Neu
3790,chloe,False,Neu
3791,choices,False,Neu
3792,choir,False,Neu
3793,choreographies,False,Neu
3794,choreography,False,Neu
3795,chrismas,False,Neu
3796,christines,False,Neu
3797,chronicles,False,Neu
3798,chuckle,True,Pos
3799,chunks,False,Neu
3800,chunky,False,Neu
3801,churns,False,Neu
3802,chutzpah,False,Neu
3803,cider,False,Neu
3804,cinch,False,Neu
3805,cinco,False,Neu
3806,cinema,False,Neu
3807,circa,False,Neu
3808,circle,False,Neu
3809,circumstances,False,Neu
3810,cj,False,Neu
3811,claim,False,Neu
3812,clan,False,Neu
3813,clapp,False,Neu
3814,clarinets,False,Neu
3815,clark,False,Neu
3816,classroom,False,Neu
3817,claustrophobic,False,Neu
3818,cleaned,False,Neu
3819,cleanliness,False,Neu
3820,cleans,False,Neu
3821,cleanse,False,Neu
3822,cleansing,False,Neu
3823,cleverest,True,Pos
3824,cliche,False,Neu
3825,client,False,Neu
3826,clima,False,Neu
3827,climax,False,Neu
3828,clipper,False,Neu
3829,clippers,False,Neu
3830,clive,False,Neu
3831,closed,False,Neu
3832,closure,False,Neu
3833,closures,False,Neu
3834,clothers,False,Neu
3835,clothing,False,Neu
3836,cloud,False,Neu
3837,clouds,False,Neu
3838,clueless,True,Neg
3839,co,False,Neu
3840,coast,False,Neu
3841,coaster,False,Neu
3842,coat,False,Neu
3843,coated,False,Neu
3844,cocteau,False,Neu
3845,coffeemaker,False,Neu
3846,cohen,False,Neu
3847,cola,False,Neu
3848,colaiuta,False,Neu
3849,colin,False,Neu
3850,collar,False,Neu
3851,collected,False,Neu
3852,collections,False,Neu
3853,collectionthat,False,Neu
3854,collectors,False,Neu
3855,college,False,Neu
3856,coloured,False,Neu
3857,columbo,False,Neu
3858,comb,False,Neu
3859,combines,False,Neu
3860,combs,False,Neu
3861,comedogenic,False,Neu
3862,comfort,True,Pos
3863,comfortably,True,Pos
3864,comforter,True,Pos
3865,comforters,True,Pos
3866,comforting,True,Pos
3867,comforts,True,Pos
3868,comfy,False,Neu
3869,comics,False,Neu
3870,comlains,False,Neu
3871,commands,False,Neu
3872,commend,True,Pos
3873,commentaries,False,Neu
3874,comments,False,Neu
3875,commercial,False,Neu
3876,commercials,False,Neu
3877,commission,False,Neu
3878,communism,False,Neu
3879,companies,False,Neu
3880,companion,False,Neu
3881,compares,False,Neu
3882,compatibility,False,Neu
3883,compelled,True,Pos
3884,competent,True,Pos
3885,compile,False,Neu
3886,compiled,False,Neu
3887,complaining,True,Neg
3888,complement,False,Neu
3889,completed,False,Neu
3890,completes,False,Neu
3891,completly,False,Neu
3892,complications,False,Neu
3893,compliments,True,Pos
3894,component,False,Neu
3895,comporable,False,Neu
3896,comprehend,False,Neu
3897,comprehended,False,Neu
3898,con,False,Neu
3899,concealer,False,Neu
3900,conceptually,False,Neu
3901,concern,False,Neu
3902,concerning,False,Neu
3903,concieved,False,Neu
3904,conclude,False,Neu
3905,concrete,False,Neu
3906,conducted,False,Neu
3907,conductor,False,Neu
3908,confessions,False,Neu
3909,confidante,False,Neu
3910,confound,False,Neu
3911,confusing,True,Neg
3912,congratulate,True,Pos
3913,congratulations,True,Pos
3914,connected,False,Neu
3915,connects,False,Neu
3916,conquers,False,Neu
3917,cons,False,Neu
3918,conservative,False,Neu
3919,consistently,False,Neu
3920,consists,False,Neu
3921,console,False,Neu
3922,constance,False,Neu
3923,constantly,False,Neu
3924,construction,False,Neu
3925,consumers,False,Neu
3926,contenders,False,Neu
3927,contents,False,Neu
3928,context,False,Neu
3929,continuing,False,Neu
3930,continuity,False,Neu
3931,contrast,False,Neu
3932,contribution,False,Neu
3933,contributions,False,Neu
3934,convenience,False,Neu
3935,convention,False,Neu
3936,conversational,False,Neu
3937,convinced,True,Pos
3938,cookbooks,False,Neu
3939,cookies,False,Neu
3940,cooks,False,Neu
3941,cooler,False,Neu
3942,coolest,False,Neu
3943,coordinating,False,Neu
3944,coos,False,Neu
3945,cope,False,Neu
3946,copeland,False,Neu
3947,copland,False,Neu
3948,copper,False,Neu
3949,cops,False,Neu
3950,corcuit,False,Neu
3951,corded,False,Neu
3952,cordless,False,Neu
3953,corkscrew,False,Neu
3954,cornfields,False,Neu
3955,corps,False,Neu
3956,corpse,True,Neg
3957,correct,False,Neu
3958,costing,False,Neu
3959,costs,False,Neu
3960,council,False,Neu
3961,countertops,False,Neu
3962,counting,False,Neu
3963,countries,False,Neu
3964,countryside,False,Neu
3965,coupe,False,Neu
3966,couples,False,Neu
3967,court,False,Neu
3968,courteous,True,Pos
3969,cousins,False,Neu
3970,cove,False,Neu
3971,covering,False,Neu
3972,cow,False,Neu
3973,cowboy,False,Neu
3974,coyote,False,Neu
3975,cracked,False,Neu
3976,cradle,False,Neu
3977,craftsmanship,False,Neu
3978,cramer,False,Neu
3979,crank,False,Neu
3980,crave,False,Neu
3981,craven,False,Neu
3982,crawford,False,Neu
3983,crayon,False,Neu
3984,creation,True,Pos
3985,creations,True,Pos
3986,creatures,False,Neu
3987,credit,True,Pos
3988,credo,False,Neu
3989,creech,False,Neu
3990,creek,False,Neu
3991,creepy,False,Neu
3992,crew,False,Neu
3993,cried,True,Neg
3994,cries,True,Neg
3995,crimes,False,Neu
3996,critic,True,Neg
3997,criticism,True,Neg
3998,crochet,False,Neu
3999,crocker,False,Neu
4000,crocs,False,Neu
4001,crops,False,Neu
4002,crossing,False,Neu
4003,crow,False,Neu
4004,crowd,False,Neu
4005,crowes,False,Neu
4006,crown,False,Neu
4007,crude,True,Neg
4008,cruise,False,Neu
4009,cruising,False,Neu
4010,crumbly,False,Neu
4011,crying,True,Neg
4012,cuddly,False,Neu
4013,cues,False,Neu
4014,cuisinart,False,Neu
4015,cujo,False,Neu
4016,cult,False,Neu
4017,cultural,False,Neu
4018,cumbersome,False,Neu
4019,cupboard,False,Neu
4020,curl,False,Neu
4021,curly,False,Neu
4022,currently,False,Neu
4023,curtain,False,Neu
4024,cushion,False,Neu
4025,cushioning,False,Neu
4026,customer,False,Neu
4027,cuts,True,Neg
4028,cutting,True,Neg
4029,cuz,False,Neu
4030,cymbal,False,Neu
4031,d3,False,Neu
4032,d5000,False,Neu
4033,dada,False,Neu
4034,dag,False,Neu
4035,dainty,False,Neu
4036,daisy,False,Neu
4037,damage,True,Neg
4038,damaged,True,Neg
4039,dame,False,Neu
4040,damien,False,Neu
4041,damn,True,Neg
4042,damne,False,Neu
4043,dances,False,Neu
4044,dancy,False,Neu
4045,dandelion,False,Neu
4046,dang,False,Neu
4047,danna,False,Neu
4048,daphne,False,Neu
4049,dara,False,Neu
4050,dare,False,Neu
4051,daredevil,True,Pos
4052,daresay,False,Neu
4053,darin,False,Neu
4054,darko,False,Neu
4055,darren,False,Neu
4056,dashmat,False,Neu
4057,dat,False,Neu
4058,data,False,Neu
4059,dates,False,Neu
4060,dave,False,Neu
4061,davenport,False,Neu
4062,davern,False,Neu
4063,davis,False,Neu
4064,dawson,False,Neu
4065,daysleeper,False,Neu
4066,dbz,False,Neu
4067,dd,False,Neu
4068,ddr,False,Neu
4069,deadpan,False,Neu
4070,dealing,False,Neu
4071,deals,False,Neu
4072,dean,False,Neu
4073,debunks,False,Neu
4074,decadent,False,Neu
4075,deceiver,False,Neu
4076,decently,False,Neu
4077,decision,False,Neu
4078,decks,False,Neu
4079,decorate,False,Neu
4080,decorating,False,Neu
4081,decoupage,False,Neu
4082,deed,False,Neu
4083,deepened,False,Neu
4084,def,False,Neu
4085,defeat,True,Neg
4086,defenitly,False,Neu
4087,definetely,False,Neu
4088,definetly,False,Neu
4089,definitaley,False,Neu
4090,definition,False,Neu
4091,definitions,False,Neu
4092,definitive,False,Neu
4093,definitly,False,Neu
4094,degarmo,False,Neu
4095,del,False,Neu
4096,deleted,False,Neu
4097,delghtful,False,Neu
4098,deli,False,Neu
4099,delicacy,False,Neu
4100,delights,True,Pos
4101,delivers,False,Neu
4102,dell,False,Neu
4103,deluise,False,Neu
4104,demeanor,False,Neu
4105,demented,False,Neu
4106,dementia,False,Neu
4107,demissaw,False,Neu
4108,demographic,False,Neu
4109,demons,False,Neu
4110,demonstrates,False,Neu
4111,demystify,False,Neu
4112,demystifying,False,Neu
4113,deniece,False,Neu
4114,denise,False,Neu
4115,dentist,False,Neu
4116,denying,True,Neg
4117,departure,False,Neu
4118,depeche,False,Neu
4119,depends,False,Neu
4120,depicting,False,Neu
4121,descent,False,Neu
4122,descriptively,False,Neu
4123,deserve,False,Neu
4124,deserved,False,Neu
4125,despot,False,Neu
4126,desserts,False,Neu
4127,detachable,False,Neu
4128,detah,False,Neu
4129,detailing,False,Neu
4130,detector,False,Neu
4131,determination,True,Pos
4132,determined,True,Pos
4133,developing,False,Neu
4134,develops,False,Neu
4135,deveraux,False,Neu
4136,devotion,True,Pos
4137,devour,False,Neu
4138,dexter,False,Neu
4139,dh,False,Neu
4140,diagrams,False,Neu
4141,dialogue,False,Neu
4142,diameter,False,Neu
4143,diane,False,Neu
4144,dianne,False,Neu
4145,diapers,False,Neu
4146,diaz,False,Neu
4147,diced,False,Neu
4148,dicken,False,Neu
4149,dickens,False,Neu
4150,didactic,False,Neu
4151,diet,False,Neu
4152,diff,False,Neu
4153,diffently,False,Neu
4154,differant,False,Neu
4155,difference,False,Neu
4156,differences,False,Neu
4157,differering,False,Neu
4158,difficulty,True,Neg
4159,diffrent,False,Neu
4160,digestion,False,Neu
4161,digging,False,Neu
4162,dimensions,False,Neu
4163,dimpleballs,False,Neu
4164,dinosaur,False,Neu
4165,dion,False,Neu
4166,dirctors,False,Neu
4167,direct,False,Neu
4168,directing,False,Neu
4169,dirt,True,Neg
4170,disagreeing,True,Neg
4171,disaster,True,Neg
4172,discover,False,Neu
4173,discovering,False,Neu
4174,discrimination,False,Neu
4175,disgusting,True,Neg
4176,dishwasher,False,Neu
4177,dispenser,False,Neu
4178,disposable,False,Neu
4179,distinct,False,Neu
4180,diversity,False,Neu
4181,division,False,Neu
4182,dlc,False,Neu
4183,dm,False,Neu
4184,dmb,False,Neu
4185,document,False,Neu
4186,documented,False,Neu
4187,dolby,False,Neu
4188,dollar,False,Neu
4189,dollars,False,Neu
4190,dolly,False,Neu
4191,dom,False,Neu
4192,dominate,True,Neg
4193,dominic,False,Neu
4194,domino,False,Neu
4195,donna,False,Neu
4196,donnie,False,Neu
4197,dope,False,Neu
4198,dora,False,Neu
4199,dose,False,Neu
4200,dosen,False,Neu
4201,doses,False,Neu
4202,doubled,False,Neu
4203,doubters,True,Neg
4204,downgrade,False,Neu
4205,downloading,False,Neu
4206,doyle,False,Neu
4207,dr,False,Neu
4208,dragon,False,Neu
4209,dragons,False,Neu
4210,drags,True,Neg
4211,drain,False,Neu
4212,dramtic,False,Neu
4213,dress,False,Neu
4214,dressed,False,Neu
4215,drew,False,Neu
4216,drinker,False,Neu
4217,drives,False,Neu
4218,drones,False,Neu
4219,drop,True,Neg
4220,dropped,False,Neu
4221,dropping,False,Neu
4222,drops,False,Neu
4223,druid,False,Neu
4224,dryer,False,Neu
4225,ds,False,Neu
4226,dubbed,False,Neu
4227,dubbing,False,Neu
4228,duck,False,Neu
4229,dude,False,Neu
4230,dudly,False,Neu
4231,duff,False,Neu
4232,duffle,False,Neu
4233,dumb,True,Neg
4234,dumplings,True,Neg
4235,dunn,False,Neu
4236,durability,False,Neu
4237,duran,False,Neu
4238,dustcovers,False,Neu
4239,duty,False,Neu
4240,dv64s,False,Neu
4241,dvdif,False,Neu
4242,dy,False,Neu
4243,dynasty,False,Neu
4244,eads,False,Neu
4245,eager,True,Pos
4246,eakes,False,Neu
4247,ear,False,Neu
4248,earn,False,Neu
4249,earnest,True,Pos
4250,earnings,False,Neu
4251,earns,False,Neu
4252,easiest,True,Pos
4253,easygoing,True,Pos
4254,eat,False,Neu
4255,eaten,False,Neu
4256,eccentric,False,Neu
4257,echo,False,Neu
4258,eclectic,False,Neu
4259,economy,False,Neu
4260,ecstasy,True,Pos
4261,ect,False,Neu
4262,eddie,False,Neu
4263,editing,False,Neu
4264,editions,False,Neu
4265,editor,False,Neu
4266,education,False,Neu
4267,eeboo,False,Neu
4268,eerily,False,Neu
4269,efficiency,True,Pos
4270,effortless,False,Neu
4271,efforts,False,Neu
4272,ego,False,Neu
4273,eight,False,Neu
4274,eisenberg,False,Neu
4275,elaine,False,Neu
4276,electic,False,Neu
4277,electing,False,Neu
4278,election,False,Neu
4279,electro,False,Neu
4280,elegance,True,Pos
4281,element,False,Neu
4282,elevate,False,Neu
4283,elevator,False,Neu
4284,elias,False,Neu
4285,eliminator,False,Neu
4286,elisabetta,False,Neu
4287,elisir,False,Neu
4288,eliza,False,Neu
4289,elizabeth,False,Neu
4290,eloise,False,Neu
4291,elva,False,Neu
4292,elven,False,Neu
4293,email,False,Neu
4294,emancipation,False,Neu
4295,eminently,False,Neu
4296,empty,True,Neg
4297,ena,False,Neu
4298,encore,False,Neu
4299,encouraged,True,Pos
4300,encouragement,True,Pos
4301,encourages,True,Pos
4302,encyclopedia,False,Neu
4303,endearing,False,Neu
4304,endeavors,False,Neu
4305,endings,False,Neu
4306,endure,False,Neu
4307,endured,False,Neu
4308,enemies,True,Neg
4309,energising,True,Pos
4310,engrossed,True,Pos
4311,enhances,False,Neu
4312,enjoyability,False,Neu
4313,enloys,False,Neu
4314,enriching,False,Neu
4315,enright,False,Neu
4316,ensemble,False,Neu
4317,entepreneur,False,Neu
4318,enterprising,True,Pos
4319,entertainer,True,Pos
4320,entertainers,True,Pos
4321,entertains,True,Pos
4322,entertwined,False,Neu
4323,enthusiast,True,Pos
4324,enticing,False,Neu
4325,entirety,False,Neu
4326,entry,False,Neu
4327,envirocare,False,Neu
4328,envoking,False,Neu
4329,enzo,False,Neu
4330,epic,False,Neu
4331,eq,False,Neu
4332,equill,False,Neu
4333,equisite,False,Neu
4334,ergo,False,Neu
4335,ergonmics,False,Neu
4336,ergonomic,False,Neu
4337,ergonomics,False,Neu
4338,error,True,Neg
4339,erudite,False,Neu
4340,escenary,False,Neu
4341,esq,False,Neu
4342,essential,False,Neu
4343,esthetically,False,Neu
4344,estimation,False,Neu
4345,estrogen,False,Neu
4346,ethical,True,Pos
4347,etta,False,Neu
4348,europa,False,Neu
4349,eve,False,Neu
4350,evening,False,Neu
4351,events,False,Neu
4352,everest,False,Neu
4353,everso,False,Neu
4354,evil,True,Neg
4355,evocation,False,Neu
4356,evolution,False,Neu
4357,evolve,False,Neu
4358,examine,False,Neu
4359,excel,True,Pos
4360,excelent,False,Neu
4361,exception,False,Neu
4362,excess,False,Neu
4363,excite,True,Pos
4364,excitedly,True,Pos
4365,excites,True,Pos
4366,exclusively,False,Neu
4367,executed,False,Neu
4368,execution,False,Neu
4369,exeptional,False,Neu
4370,exercises,False,Neu
4371,exercizer,False,Neu
4372,exhibits,False,Neu
4373,exiles,False,Neu
4374,existed,False,Neu
4375,existing,False,Neu
4376,exiting,False,Neu
4377,exitment,False,Neu
4378,expectations,False,Neu
4379,expecting,False,Neu
4380,expedient,False,Neu
4381,experiance,False,Neu
4382,experienced,False,Neu
4383,experimental,False,Neu
4384,experimenting,False,Neu
4385,experinces,False,Neu
4386,explained,False,Neu
4387,explanation,False,Neu
4388,explanatory,False,Neu
4389,explicit,False,Neu
4390,explinations,False,Neu
4391,exploring,False,Neu
4392,exposed,True,Neg
4393,expressive,False,Neu
4394,exquisite,False,Neu
4395,extendatrunk,False,Neu
4396,extract,False,Neu
4397,extremo,False,Neu
4398,eyed,False,Neu
4399,faber,False,Neu
4400,fable,False,Neu
4401,faces,False,Neu
4402,facilitate,False,Neu
4403,facinating,False,Neu
4404,factors,False,Neu
4405,factory,False,Neu
4406,factual,False,Neu
4407,failures,True,Neg
4408,faithfulness,True,Pos
4409,fake,True,Neg
4410,falke,False,Neu
4411,fallen,True,Neg
4412,familys,False,Neu
4413,famous,False,Neu
4414,fanastic,False,Neu
4415,fancier,False,Neu
4416,fancy,False,Neu
4417,fandango,False,Neu
4418,fang,False,Neu
4419,fantastique,False,Neu
4420,faovourite,False,Neu
4421,farmers,False,Neu
4422,farsi,False,Neu
4423,fascinated,True,Pos
4424,fashioned,False,Neu
4425,fastest,False,Neu
4426,fatboy,False,Neu
4427,fattening,False,Neu
4428,faucet,False,Neu
4429,fava,False,Neu
4430,faves,False,Neu
4431,favorably,True,Pos
4432,favour,True,Pos
4433,fcc,False,Neu
4434,fe,False,Neu
4435,fear,True,Neg
4436,featuring,False,Neu
4437,fee,False,Neu
4438,feed,False,Neu
4439,feeding,False,Neu
4440,feehan,False,Neu
4441,feline,False,Neu
4442,female,False,Neu
4443,ferguson,False,Neu
4444,ferhinders,False,Neu
4445,ferociously,True,Neg
4446,ff,True,Pos
4447,fibromyalgia,False,Neu
4448,fictional,False,Neu
4449,fiesta,True,Pos
4450,fight,True,Neg
4451,figurines,False,Neu
4452,fills,False,Neu
4453,filmaking,False,Neu
4454,filtered,False,Neu
4455,filth,False,Neu
4456,final,False,Neu
4457,finale,False,Neu
4458,finely,False,Neu
4459,finger,False,Neu
4460,finishes,False,Neu
4461,finishing,False,Neu
4462,finnaly,False,Neu
4463,finny,False,Neu
4464,fir,False,Neu
4465,fireman,False,Neu
4466,firmly,False,Neu
4467,firmware,False,Neu
4468,fisher,False,Neu
4469,fitting,False,Neu
4470,fitzgerald,False,Neu
4471,fix,False,Neu
4472,fixtures,False,Neu
4473,fizzy,False,Neu
4474,flaco,False,Neu
4475,flag,False,Neu
4476,flair,False,Neu
4477,flats,False,Neu
4478,flatscreen,False,Neu
4479,flattering,True,Pos
4480,flavors,False,Neu
4481,fleece,False,Neu
4482,fletcher,False,Neu
4483,flicks,False,Neu
4484,flies,False,Neu
4485,flight,False,Neu
4486,flik,False,Neu
4487,flimsy,False,Neu
4488,flintstones,False,Neu
4489,flip,False,Neu
4490,flips,False,Neu
4491,flockhart,False,Neu
4492,fluidly,False,Neu
4493,flute,False,Neu
4494,fm,False,Neu
4495,fogelberg,False,Neu
4496,folds,False,Neu
4497,followed,False,Neu
4498,follows,False,Neu
4499,fontaine,False,Neu
4500,foods,False,Neu
4501,fool,True,Neg
4502,foolproof,True,Pos
4503,foot,False,Neu
4504,forces,False,Neu
4505,forcomedies,False,Neu
4506,forearms,False,Neu
4507,foreigners,False,Neu
4508,forest,False,Neu
4509,foret,False,Neu
4510,forgiven,True,Pos
4511,formatted,False,Neu
4512,formed,False,Neu
4513,former,False,Neu
4514,forming,False,Neu
4515,formula,False,Neu
4516,fort,False,Neu
4517,forte,False,Neu
4518,forth,False,Neu
4519,forts,False,Neu
4520,fortunate,True,Pos
4521,foucault,False,Neu
4522,foundations,False,Neu
4523,fountain,False,Neu
4524,fourth,False,Neu
4525,foxs,False,Neu
4526,fps,False,Neu
4527,frampton,False,Neu
4528,francine,False,Neu
4529,francisco,False,Neu
4530,frank,False,Neu
4531,frankenstein,False,Neu
4532,frankie,False,Neu
4533,franklin,False,Neu
4534,frankly,False,Neu
4535,frannie,False,Neu
4536,freak,True,Neg
4537,freakin,False,Neu
4538,freckle,False,Neu
4539,freckles,False,Neu
4540,freda,False,Neu
4541,freddie,False,Neu
4542,freeman,True,Pos
4543,frequency,False,Neu
4544,frequently,False,Neu
4545,fresco,False,Neu
4546,freshing,False,Neu
4547,freshness,False,Neu
4548,fried,False,Neu
4549,frills,False,Neu
4550,frivilous,False,Neu
4551,frizzy,False,Neu
4552,frommen,False,Neu
4553,frontier,False,Neu
4554,frustrating,True,Neg
4555,fry,False,Neu
4556,fryer,False,Neu
4557,fuel,False,Neu
4558,fulfilled,True,Pos
4559,fulfilling,False,Neu
4560,fuller,False,Neu
4561,fulll,False,Neu
4562,functional,False,Neu
4563,funeral,True,Neg
4564,funky,True,Neg
4565,funnest,True,Pos
4566,funny5,False,Neu
4567,furball,False,Neu
4568,furminator,False,Neu
4569,furniture,False,Neu
4570,furry,False,Neu
4571,furthermore,False,Neu
4572,fuzz,False,Neu
4573,fxmlc,False,Neu
4574,fyi,True,Pos
4575,g,False,Neu
4576,gadget,False,Neu
4577,gaia,False,Neu
4578,gail,False,Neu
4579,gal,False,Neu
4580,galloping,False,Neu
4581,gamble,False,Neu
4582,gambling,False,Neu
4583,gameboy,False,Neu
4584,ganr,False,Neu
4585,garb,False,Neu
4586,garcia,False,Neu
